-2.730433969040366904e+01,4.297339204178661021e+01,-1.104877644427215166e+01,3.954695102214913760e+01,3.495369634877038667e+00
-1.078195957448808784e+01,1.873310103208589439e+01,-6.762307242371918825e+00,3.968393036127705642e+01,-1.556258875195792424e+00
-6.414218897998893887e+00,9.189663924740722578e+00,-6.137390442613249730e-01,4.575540209479101605e+01,-4.220799070691103161e+00
-7.020852442582672381e+00,1.944266292651229966e+00,-4.028784382747666371e+00,4.668134450634912724e+01,-4.471515781649241461e+00
-6.675080507619729708e+00,3.227707960197807591e+00,-7.547062705621225831e-01,4.984989638273000878e+01,-4.959120120458150538e+00
-5.703483868765117037e+00,-1.096996264605626381e-02,-2.054447002713173376e+00,4.851681363787995593e+01,-6.987152909281550972e-01
-4.508712345185919901e+00,8.233344478227170526e+00,-1.738154718915380537e+00,4.437620427068877405e+01,-3.746419576232934201e+00
-2.435606442892991552e+01,4.030633234235100559e+01,-1.498991015745549760e+01,3.467388712884373803e+01,4.167244065976046130e+00
-2.279378343563801579e+01,4.492229427258875774e+01,-1.555338646975688732e+01,3.945330809041289655e+01,9.673590496862209953e-01
-2.698170910679281675e+01,4.099551005011371529e+01,-1.142231558364726318e+01,3.916963885075786322e+01,8.666660040605940196e+00
-1.728553185352212296e+01,2.623525794974633740e+01,-7.940562945543867102e+00,3.642782254068815462e+01,7.553052105441095954e+00
-7.192378621807966610e+00,1.137232648929623302e+01,-4.486710849456482464e+00,4.168594614479675187e+01,-3.935097800883283536e+00
-1.128754064597635498e+01,7.291093061954423860e+00,-1.216321166067433168e+01,4.396896516336634164e+01,-5.729134584695835919e+00
-9.555200392554541011e+00,4.775073524491166843e+00,-5.577946597693001607e+00,4.861981674678975196e+01,-9.399575085231596461e+00
-6.450047715413290028e+00,1.835791611255064515e+00,-8.477772386700223706e+00,4.859895425511482614e+01,-5.609839383611358699e+00
-6.503695658277658609e+00,2.801264408318936638e+00,-2.612629716124833301e+00,4.837931574695379311e+01,-8.655784193779236801e+00
-6.475721437970806349e+00,3.554545173646118661e-01,-6.095700652559298938e+00,4.840116751515874682e+01,-6.145797550211954174e+00
-7.469920606492013171e+00,-1.316841120400244758e-01,-2.625347919637133209e+00,4.873989516831221636e+01,-7.187559974232056170e+00
-7.427931033799874072e+00,3.758582249293850319e-01,-6.759920732073663174e+00,4.739700896189669521e+01,-8.264124169351029892e+00
-1.058143324532727192e+01,2.026002914907116814e+00,-3.593630955212123723e+00,4.555100144150037522e+01,-9.230693333077475415e+00
-9.089674679506316579e+00,-2.784448413633330510e+00,-7.736623401866028260e+00,4.600800624782563375e+01,-1.332981575460395440e+01
-1.421421068990503933e+01,-2.849505521322161616e+00,-3.879002493505109950e+00,4.319591152157774872e+01,-1.341073384403273927e+01
-1.577876772327906885e+01,-3.864556510788871080e+00,-6.484869397050622375e+00,3.539477819793093261e+01,-1.100564067898873510e+01
-1.568742810521433206e+01,-4.313785061390624342e+00,-1.168994165478199676e+00,3.494787863779379222e+01,-1.433498567454342343e+01
-1.527046821720921876e+01,-3.613184023147458568e+00,-1.133156729187136946e+01,4.460566914165023178e+01,-1.149217535710874394e+01
-1.454727140824729226e+01,1.970930235741290781e+00,-9.404729460418494114e+00,4.105266392476712412e+01,-8.675433449245513629e+00
-1.697030055773322488e+01,-2.141372416688099634e+00,-1.060866880904158549e+01,4.432190716572821998e+01,-1.296253944727436469e+01
-2.109431424574092517e+01,4.031530443092701810e-01,-9.845470684891065360e+00,4.361664387670911225e+01,-1.842311936535497807e+01
-2.310397648812633165e+01,-4.802522811125798263e+00,-1.096851236445990274e+01,4.013933884992862744e+01,-7.637525298270417373e+00
-2.102130517472320292e+01,-4.542009376666612752e+00,-4.443302089205458216e+00,4.427238185932860404e+01,-4.457345878023592611e+00
-2.986751901727706482e+01,-6.425397668383293848e+00,-6.729762761709700669e+00,3.660012083663815474e+01,-4.184771818877780269e+00
-2.574231110470790540e+01,-1.298824960609295154e+01,4.224146277249094084e+00,3.057074166002907845e+01,-1.069055350768120505e+01
-2.134953951037515196e+01,-1.149571602308047602e+01,1.242119510459038345e+00,2.394443519888652716e+01,-5.390035500186703743e+00
