,timestamp
0,3879421912
1,3879447081
2,3879472304
3,3879496932
4,3879522049
5,3879547005
6,3879572002
7,3879596505
8,3879621582
9,3879646008
10,3879671413
11,3879696673
12,3879721839
13,3879746599
14,3879771639
15,3879796686
16,3879821710
17,3879846676
18,3879871978
19,3879896511
20,3879921060
21,3879946228
22,3879971126
23,3879996103
24,3880021031
25,3880045988
26,3880071105
27,3880096340
28,3880121222
29,3880145889
30,3880170946
31,3880196109
32,3880221205
33,3880246274
34,3880271559
35,3880296702
36,3880321799
37,3880346809
38,3880371846
39,3880396844
40,3880421828
41,3880446820
42,3880471920
43,3880496722
44,3880521905
45,3880546875
46,3880572133
47,3880596923
48,3880621976
49,3880647154
50,3880672533
51,3880696931
52,3880721623
53,3880746540
54,3880771916
55,3880796944
56,3880822016
57,3880847081
58,3880872481
59,3880897472
60,3880922498
61,3880947463
62,3880972321
63,3880997296
64,3881022153
65,3881047138
66,3881072179
67,3881097055
68,3881121921
69,3881147192
70,3881172553
71,3881197460
72,3881222509
73,3881247630
74,3881272110
75,3881297375
76,3881322541
77,3881347726
78,3881372108
79,3881396867
80,3881422096
81,3881447033
82,3881472359
83,3881497116
84,3881522049
85,3881547005
86,3881571977
87,3881596684
88,3881621920
89,3881646768
90,3881672060
91,3881696987
92,3881722130
93,3881747342
94,3881772254
95,3881796947
96,3881821663
97,3881846557
98,3881871615
99,3881896812
100,3881921870
101,3881946555
102,3881971792
103,3881996802
104,3882021683
105,3882046929
106,3882072273
107,3882097265
108,3882122056
109,3882147039
110,3882171997
111,3882196794
112,3882221732
113,3882246769
114,3882272018
115,3882296630
116,3882321726
117,3882346333
118,3882371657
119,3882396710
120,3882421727
121,3882446761
122,3882471577
123,3882496756
124,3882521835
125,3882546825
126,3882572009
127,3882596592
128,3882621405
129,3882646577
130,3882671587
131,3882696736
132,3882721632
133,3882746861
134,3882771882
135,3882796651
136,3882821663
137,3882846900
138,3882871902
139,3882896660
140,3882921559
141,3882946407
142,3882971795
143,3882996707
144,3883021736
145,3883046612
146,3883071678
147,3883096768
148,3883121665
149,3883146644
150,3883171451
151,3883196012
152,3883220738
153,3883246035
154,3883271194
155,3883296133
156,3883321450
157,3883346983
158,3883371621
159,3883396710
160,3883421467
161,3883446468
162,3883471540
163,3883496439
164,3883521399
165,3883546475
166,3883571032
167,3883596355
168,3883621299
169,3883646216
170,3883671398
171,3883695910
172,3883720847
173,3883745589
174,3883770872
175,3883796194
176,3883821034
177,3883846323
178,3883871394
179,3883896587
180,3883921124
181,3883946262
182,3883971306
183,3883996338
184,3884021149
185,3884046626
186,3884071337
187,3884096670
188,3884121252
189,3884146415
190,3884171236
191,3884195794
192,3884220407
193,3884245933
194,3884270929
195,3884296367
196,3884321541
197,3884346778
198,3884371574
199,3884396567
200,3884422027
201,3884446485
202,3884471497
203,3884496404
204,3884520934
205,3884545537
206,3884570847
207,3884595923
208,3884620900
209,3884645974
210,3884670917
211,3884696383
212,3884720949
213,3884746429
214,3884771150
215,3884795794
216,3884820542
217,3884845807
218,3884870987
219,3884896265
220,3884921346
221,3884946637
222,3884971157
223,3884996073
224,3885020849
225,3885045958
226,3885070763
227,3885095935
228,3885120713
229,3885145644
230,3885170539
231,3885196218
232,3885220763
233,3885245507
234,3885270583
235,3885295669
236,3885320540
237,3885345649
238,3885370367
239,3885395516
240,3885420154
241,3885446045
242,3885470577
243,3885496015
244,3885520587
245,3885545510
246,3885570503
247,3885595670
248,3885620593
249,3885645572
250,3885670591
251,3885696136
252,3885720741
253,3885745839
254,3885770445
255,3885795453
256,3885820401
257,3885845512
258,3885870414
259,3885895881
260,3885920805
261,3885946231
262,3885970939
263,3885995571
264,3886020448
265,3886045084
266,3886070255
267,3886095675
268,3886120494
269,3886145762
270,3886170423
271,3886195739
272,3886220521
273,3886245784
274,3886271111
275,3886295834
276,3886320501
277,3886345951
278,3886371068
279,3886395880
280,3886421292
281,3886446304
282,3886471202
283,3886496386
284,3886521617
285,3886546621
286,3886571432
287,3886596408
288,3886621511
289,3886646743
290,3886671952
291,3886696378
292,3886721540
293,3886746522
294,3886771885
295,3886796356
296,3886821513
297,3886846413
298,3886871289
299,3886896139
300,3886921244
301,3886946394
302,3886971255
303,3886996374
304,3887021444
305,3887046448
306,3887071405
307,3887096461
308,3887121680
309,3887146235
310,3887171198
311,3887196377
312,3887221493
313,3887246531
314,3887271310
315,3887296321
316,3887321468
317,3887346305
318,3887371702
319,3887396341
320,3887421286
321,3887446303
322,3887471194
323,3887496074
324,3887521424
325,3887546394
326,3887571372
327,3887596438
328,3887621228
329,3887646255
330,3887671098
331,3887696141
332,3887720684
333,3887745873
334,3887771273
335,3887796286
336,3887821271
337,3887846109
338,3887871432
339,3887896036
340,3887920593
341,3887945799
342,3887970727
343,3887995834
344,3888020775
345,3888045756
346,3888070364
347,3888095665
348,3888120760
349,3888146370
350,3888171267
351,3888196258
352,3888221315
353,3888246733
354,3888271210
355,3888296250
356,3888321358
357,3888346375
358,3888371887
359,3888396278
360,3888421157
361,3888446376
362,3888471457
363,3888496103
364,3888521008
365,3888546011
366,3888571179
367,3888596096
368,3888621215
369,3888646173
370,3888671123
371,3888696265
372,3888721328
373,3888746513
374,3888771259
375,3888796246
376,3888821189
377,3888846112
378,3888871634
379,3888896097
380,3888921068
381,3888946270
382,3888971120
383,3888996107
384,3889020970
385,3889045915
386,3889071051
387,3889096107
388,3889121318
389,3889145944
390,3889170904
391,3889196185
392,3889221111
393,3889245915
394,3889270692
395,3889295731
396,3889320991
397,3889345889
398,3889371240
399,3889395812
400,3889420820
401,3889445945
402,3889471042
403,3889495802
404,3889520379
405,3889545377
406,3889570208
407,3889595726
408,3889620927
409,3889645951
410,3889670994
411,3889695946
412,3889720755
413,3889745873
414,3889770829
415,3889795915
416,3889820905
417,3889846163
418,3889871298
419,3889896016
420,3889921212
421,3889946049
422,3889971362
423,3889995773
424,3890021025
425,3890045982
426,3890071004
427,3890096100
428,3890121246
429,3890146175
430,3890171197
431,3890196034
432,3890220891
433,3890245442
434,3890270872
435,3890295899
436,3890321082
437,3890345829
438,3890370376
439,3890395507
440,3890420652
441,3890445729
442,3890470977
443,3890495413
444,3890520373
445,3890545501
446,3890570609
447,3890596089
448,3890620868
449,3890645815
450,3890670635
451,3890695667
452,3890720797
453,3890745466
454,3890795386
455,3890820187
456,3890845071
457,3890870532
458,3890895595
459,3890920791
460,3890945912
461,3890970902
462,3890995872
463,3891020951
464,3891045995
465,3891071007
466,3891095806
467,3891121151
468,3891146331
469,3891171323
470,3891196058
471,3891220926
472,3891245767
473,3891270944
474,3891295769
475,3891320867
476,3891345784
477,3891370216
478,3891395309
479,3891419826
480,3891444767
481,3891469365
482,3891494414
483,3891519455
484,3891544522
485,3891569914
486,3891594794
487,3891619691
488,3891644714
489,3891669681
490,3891695134
491,3891719850
492,3891744799
493,3891770207
494,3891795504
495,3891820536
496,3891845376
497,3891870216
498,3891895603
499,3891920308
