,timestamp
778,2521220514
779,2521245516
780,2521270262
781,2521295458
782,2521320511
783,2521345667
784,2521370744
785,2521395804
786,2521421001
787,2521445581
788,2521470271
789,2521495158
790,2521520306
791,2521545515
792,2521570758
793,2521595729
794,2521620950
795,2521645682
796,2521670370
797,2521695701
798,2521720903
799,2521745740
800,2521770845
801,2521795937
802,2521820942
803,2521845681
804,2521870607
805,2521895707
806,2521920683
807,2521945905
808,2521970741
809,2521995602
810,2522020929
811,2522045777
812,2522071055
813,2522096031
814,2522120975
815,2522146103
816,2522171211
817,2522195742
818,2522221121
819,2522246002
820,2522271098
821,2522296369
822,2522321236
823,2522346023
824,2522370799
825,2522395716
826,2522420716
827,2522445940
828,2522471088
829,2522495928
830,2522521106
831,2522546156
832,2522571303
833,2522596400
834,2522621239
835,2522646035
836,2522671167
837,2522695804
838,2522720839
839,2522745801
840,2522770802
841,2522795905
842,2522820771
843,2522845738
844,2522870635
845,2522895742
846,2522920780
847,2522945400
848,2522970677
849,2522995394
850,2523020553
851,2523045982
852,2523070939
853,2523095790
854,2523120767
855,2523145351
856,2523170487
857,2523195636
858,2523220730
859,2523245336
860,2523270652
861,2523295713
862,2523320990
863,2523346086
864,2523371154
865,2523396425
866,2523421246
867,2523446303
868,2523471532
869,2523496710
870,2523521743
871,2523546993
872,2523571910
873,2523596367
874,2523621072
875,2523646205
876,2523671453
877,2523698525
878,2523721193
879,2523746261
880,2523771347
881,2523796385
882,2523821291
883,2523846395
884,2523871613
885,2523896655
886,2523921294
887,2523946074
888,2523971301
889,2523996138
890,2524020914
891,2524046158
892,2524071234
893,2524096260
894,2524121240
895,2524146128
896,2524171168
897,2524196137
898,2524220794
899,2524246166
900,2524271513
901,2524296613
902,2524321222
903,2524345845
904,2524370801
905,2524396344
906,2524421167
907,2524446063
908,2524471133
909,2524496259
910,2524521236
911,2524545933
912,2524571158
913,2524596370
914,2524621079
915,2524646118
916,2524671236
917,2524696546
918,2524721197
919,2524746218
920,2524771615
921,2524796401
922,2524821296
923,2524846122
924,2524871185
925,2524896409
926,2524921076
927,2524946042
928,2524971288
929,2524995948
930,2525020791
931,2525045843
932,2525070977
933,2525095749
934,2525120889
935,2525146046
936,2525171083
937,2525195847
938,2525220917
939,2525245988
940,2525270871
941,2525295978
942,2525320888
943,2525345950
944,2525370937
945,2525395816
946,2525421046
947,2525445902
948,2525470926
949,2525495832
950,2525521005
951,2525546063
952,2525570631
953,2525595867
954,2525620870
955,2525645793
956,2525670654
957,2525696243
958,2525721119
959,2525745969
960,2525770977
961,2525795653
962,2525820763
963,2525845922
964,2525870950
965,2525895878
966,2525920583
967,2525945980
968,2525971206
969,2525996382
970,2526021094
971,2526045959
972,2526071125
973,2526096378
974,2526121067
975,2526145958
976,2526171014
977,2526196435
978,2526221018
979,2526245994
980,2526271076
981,2526296076
982,2526321113
983,2526346228
984,2526371457
985,2526396692
986,2526421750
987,2526446941
988,2526472053
989,2526496745
990,2526521566
991,2526546294
992,2526571503
993,2526596425
994,2526621168
995,2526646405
996,2526671696
997,2526696567
998,2526721855
999,2526746714
