,timestamp
181,2506272251
182,2506297390
183,2506322126
184,2506346822
185,2506371498
186,2506396480
187,2506421750
188,2506446807
189,2506471828
190,2506496894
191,2506521900
192,2506546757
193,2506571781
194,2506596737
195,2506621787
196,2506646603
197,2506671880
198,2506697086
199,2506722291
200,2506747229
201,2506772119
202,2506796995
203,2506822385
204,2506847257
205,2506872702
206,2506897650
207,2506922526
208,2506947793
209,2506972692
210,2506997277
211,2507022154
212,2507047176
213,2507072486
214,2507097526
215,2507122368
216,2507146959
217,2507172064
218,2507197371
219,2507222424
220,2507247394
221,2507272458
222,2507297834
223,2507322798
224,2507347719
225,2507372748
226,2507397710
227,2507422547
228,2507447546
229,2507472507
230,2507497770
231,2507522615
232,2507547399
233,2507572531
234,2507597576
235,2507622767
236,2507647364
237,2507672181
238,2507697391
239,2507722434
240,2507747492
241,2507772602
242,2507797498
243,2507822550
244,2507847571
245,2507872588
246,2507897615
247,2507922414
248,2507947495
249,2507972710
250,2507997592
251,2508022533
252,2508047350
253,2508072628
254,2508097506
255,2508122667
256,2508148233
257,2508172699
258,2508197384
259,2508222620
260,2508247249
261,2508272782
262,2508297540
263,2508322551
264,2508347432
265,2508372329
266,2508397353
267,2508421970
268,2508446558
269,2508471805
270,2508496825
271,2508521847
272,2508546448
273,2508571405
274,2508596588
275,2508621957
276,2508646724
277,2508671569
278,2508696758
279,2508722257
280,2508747251
281,2508772288
282,2508796900
283,2508821996
284,2508846691
285,2508871682
286,2508896998
287,2508922175
288,2508946791
289,2508971830
290,2508996686
291,2509021392
292,2509046190
293,2509071481
294,2509096734
295,2509122121
296,2509146952
297,2509172266
298,2509197042
299,2509222319
300,2509247055
301,2509271924
302,2509296592
303,2509321889
304,2509346649
305,2509372065
306,2509397186
307,2509422348
308,2509447372
309,2509472889
310,2509497991
311,2509522437
312,2509547793
313,2509572981
314,2509597682
315,2509622533
316,2509647721
317,2509673069
318,2509697806
319,2509722537
320,2509747625
321,2509772581
322,2509797699
323,2509823031
324,2509848149
325,2509873121
326,2509897829
327,2509922666
328,2509947810
329,2509972918
330,2509997730
331,2510022425
332,2510047701
333,2510072877
334,2510097695
335,2510122518
336,2510147399
337,2510172475
338,2510197232
339,2510222284
340,2510247325
341,2510272304
342,2510296955
343,2510322017
344,2510347123
345,2510372231
346,2510396858
347,2510421995
348,2510446561
349,2510471544
350,2510496282
351,2510521228
352,2510546406
353,2510571424
354,2510596151
355,2510621308
356,2510646190
357,2510671375
358,2510696195
359,2510721542
360,2510746118
361,2510771678
362,2510796296
363,2510821545
364,2510846484
365,2510871442
366,2510896079
367,2510921779
368,2510946206
369,2510971148
370,2510996117
371,2511021639
372,2511046591
373,2511071269
374,2511096046
375,2511121526
376,2511146567
377,2511171598
378,2511196250
379,2511221626
380,2511246564
381,2511271979
382,2511296953
383,2511321991
384,2511347179
385,2511372098
386,2511397076
387,2511422341
388,2511447358
389,2511472588
390,2511497427
391,2511522416
392,2511547370
393,2511572580
394,2511597836
395,2511622258
396,2511647415
397,2511672416
398,2511697244
399,2511722381
400,2511747221
401,2511772377
402,2511797674
403,2511822461
404,2511847576
405,2511872313
406,2511897459
407,2511922386
408,2511947411
409,2511972639
410,2511997645
411,2512022330
412,2512047480
413,2512072479
414,2512097787
415,2512122260
416,2512147346
417,2512172499
418,2512197756
419,2512222389
420,2512247285
421,2512272649
422,2512297846
423,2512322836
424,2512347837
425,2512372594
426,2512397500
427,2512422253
428,2512447289
429,2512472109
430,2512497216
431,2512522318
432,2512547143
433,2512572406
434,2512597636
435,2512622160
436,2512647421
437,2512672448
438,2512697640
439,2512722097
440,2512747098
441,2512772447
442,2512797685
443,2512822795
444,2512847846
445,2512872316
446,2512897343
447,2512922221
448,2512947317
449,2512972307
450,2512996767
451,2513021678
452,2513046805
453,2513072203
454,2513097087
455,2513121608
456,2513146693
457,2513171912
458,2513196818
459,2513222178
460,2513246962
461,2513271544
462,2513296555
463,2513321694
464,2513346699
465,2513372240
466,2513397222
467,2513422026
468,2513446883
469,2513471998
470,2513497355
471,2513522155
472,2513547232
473,2513572128
474,2513596948
475,2513622080
476,2513646924
477,2513672162
478,2513696927
479,2513721779
480,2513746889
481,2513771526
482,2513796449
483,2513821891
484,2513847008
485,2513872011
486,2513897133
487,2513922471
488,2513947427
489,2513972125
490,2513997107
491,2514022163
492,2514047201
493,2514072209
494,2514097084
495,2514122176
496,2514147252
497,2514172482
498,2514197533
499,2514221919
