2436864570,2.44E+01,-2.04E+03
2436889262,2.39E+01,-1.96E+03
2436914167,2.46E+01,7.66E+01
2436939415,2.26E+01,2.93E+02
2436964074,2.37E+01,-1.63E+03
2436989302,2.32E+01,-1.76E+03
2437014291,2.30E+01,-2.01E+03
2437039387,2.15E+01,3.78E+02
2437064517,2.36E+01,2.74E+02
2437089909,2.20E+01,2.98E+02
2437114945,2.11E+01,-1.52E+03
2437139722,2.34E+01,-2.03E+03
2437164600,2.14E+01,3.06E+02
2437189708,2.37E+01,4.50E+02
2437214877,2.07E+01,2.46E+02
2437240270,2.40E+01,-1.57E+03
2437265167,2.14E+01,-1.72E+03
2437290128,2.24E+01,-2.03E+03
2437315416,2.03E+01,-2.16E+03
2437340360,2.59E+01,-2.04E+03
2437365519,2.30E+01,3.90E+02
2437390469,2.04E+01,-1.42E+03
2437415552,2.34E+01,-1.66E+03
2437440388,2.02E+01,-1.79E+03
2437465600,2.44E+01,-2.15E+03
2437490441,2.13E+01,-1.97E+03
2437515189,1.93E+01,1.08E+01
2437540471,2.23E+01,-1.48E+03
2437565635,1.99E+01,5.26E+01
2437590830,2.24E+01,-1.68E+03
2437615582,1.87E+01,-1.90E+03
2437640275,2.21E+01,4.07E+02
2437665530,2.12E+01,-1.52E+03
2437690600,2.21E+01,-1.39E+03
2437715680,2.29E+01,-1.54E+03
2437740200,2.17E+01,-1.66E+03
2437765123,2.12E+01,-1.96E+03
2437790052,2.05E+01,-1.21E+03
2437815362,1.74E+01,2.51E+02
2437840509,2.17E+01,-1.33E+03
2437865565,2.13E+01,-1.46E+03
2437890513,2.16E+01,-1.63E+03
2437915501,1.94E+01,3.77E+02
2437940361,1.93E+01,2.40E+02
2437965381,1.90E+01,-1.32E+03
2437990632,1.85E+01,-1.45E+03
2438016054,2.31E+01,-1.42E+02
2438040624,2.19E+01,-1.98E+03
2438065677,2.20E+01,-2.11E+03
2438090874,2.27E+01,1.52E+02
2438115783,2.44E+01,-1.25E+03
2438140491,2.06E+01,-1.44E+03
2438165364,2.11E+01,-1.57E+03
2438190472,2.35E+01,3.98E+02
2438215517,2.15E+01,-2.05E+03
2438240259,2.23E+01,2.95E+02
2438265127,1.87E+01,-2.15E+03
2438290159,2.25E+01,-1.44E+03
2438315437,2.53E+01,-1.63E+03
2438340374,1.90E+01,-1.84E+03
2438365359,1.83E+01,-1.94E+03
2438390381,2.09E+01,-2.12E+03
2438415632,2.20E+01,-1.36E+03
2438440470,1.96E+01,3.05E+02
2438465529,2.16E+01,-1.80E+03
2438490257,2.27E+01,-2.10E+03
2438515055,1.78E+01,-2.24E+03
2438539932,2.01E+01,4.48E+02
2438565212,2.24E+01,1.96E+02
2438590344,2.12E+01,-1.56E+03
2438615077,2.08E+01,-1.77E+03
2438639761,2.10E+01,-2.01E+03
2438664537,1.93E+01,7.29E+01
2438689696,2.05E+01,1.40E+02
2438714424,1.96E+01,-1.64E+03
2438739815,2.12E+01,-1.44E+03
2438764711,1.92E+01,-1.69E+03
2438789466,2.30E+01,2.72E+02
2438814734,2.06E+01,-2.16E+03
2438839931,2.05E+01,2.46E+02
2438864849,2.16E+01,7.20E+01
2438889726,2.14E+01,-1.42E+03
2438914794,2.10E+01,-1.96E+03
2438940127,2.23E+01,-2.15E+03
2438965203,2.47E+01,1.67E+02
2438990373,2.57E+01,3.53E+02
2439015194,2.04E+01,-1.46E+03
2439040187,2.23E+01,-1.74E+03
2439065000,2.29E+01,-1.88E+03
2439090260,2.41E+01,-1.67E+03
2439115324,2.37E+01,3.10E+02
2439140065,2.23E+01,9.69E+01
2439164635,1.95E+01,-1.35E+03
2439189870,2.51E+01,-1.56E+03
2439214920,2.23E+01,4.52E+02
2439239641,2.06E+01,2.93E+02
2439264522,2.21E+01,3.06E+02
2439289552,2.19E+01,9.82E+01
2439314896,2.15E+01,2.46E+02
2439339675,2.29E+01,-1.89E+03
2439364597,2.33E+01,-1.80E+03
2439389493,2.11E+01,-1.88E+03
2439414641,2.40E+01,4.45E+02
2439439609,2.30E+01,-1.45E+03
2439464414,2.28E+01,-1.48E+03
2439489720,2.60E+01,-1.40E+03
2439514355,2.58E+01,-1.94E+03
2439539313,2.37E+01,4.32E+02
2439564374,2.61E+01,2.37E+02
2439589656,2.70E+01,-1.31E+03
2439614559,2.63E+01,-1.45E+03
2439639448,2.65E+01,-1.66E+03
2439664567,2.63E+01,-1.87E+03
2439689718,2.75E+01,4.54E+02
2439714610,2.50E+01,3.04E+02
2439739849,2.79E+01,2.51E+02
2439764718,2.89E+01,-1.35E+03
2439789658,2.82E+01,-1.55E+03
2439814926,2.83E+01,-1.40E+03
2439840147,3.09E+01,-1.95E+03
2439865141,3.45E+01,4.73E+02
2439889849,3.53E+01,1.98E+02
2439914819,3.66E+01,-1.62E+03
2439940198,3.77E+01,-1.40E+03
2439965049,3.96E+01,-2.03E+03
2439990279,4.50E+01,4.21E+02
2440014870,4.45E+01,1.64E+02
2440039855,4.81E+01,-1.94E+03
2440064594,4.69E+01,-1.62E+03
2440089866,4.90E+01,-1.38E+03
2440114745,4.99E+01,-1.91E+03
2440139694,4.77E+01,-2.16E+03
2440164422,4.63E+01,2.01E+02
2440189694,5.13E+01,-1.28E+03
2440214653,4.96E+01,-1.42E+03
2440240072,5.07E+01,-1.29E+03
2440264983,5.34E+01,-1.43E+03
2440289823,5.09E+01,4.58E+02
2440315165,5.14E+01,1.99E+02
2440340122,5.03E+01,-1.18E+03
2440365065,5.33E+01,-1.65E+03
2440389923,5.27E+01,-1.28E+03
2440415073,4.96E+01,-1.78E+03
2440439714,5.20E+01,-1.86E+03
2440464430,4.98E+01,-1.28E+03
2440489566,5.37E+01,1.07E+02
2440514415,5.51E+01,-1.66E+03
2440539617,5.71E+01,-1.46E+03
2440564546,5.37E+01,5.16E+02
2440589685,5.25E+01,-1.90E+03
2440614730,5.03E+01,1.88E+02
2440639921,5.24E+01,-1.31E+03
2440664511,5.23E+01,-1.53E+03
2440689788,5.43E+01,-1.72E+03
2440714876,5.25E+01,-1.92E+03
2440740175,5.19E+01,4.08E+02
2440765123,5.34E+01,2.60E+02
2440790169,4.81E+01,3.39E+02
2440815365,5.27E+01,1.97E+02
2440840307,4.97E+01,-1.94E+03
2440865345,4.90E+01,-1.82E+03
2440890195,5.29E+01,4.12E+02
2440915135,5.29E+01,2.94E+02
2440939618,5.18E+01,1.24E+02
2440964270,5.18E+01,-1.71E+03
2440989127,5.06E+01,-1.32E+03
2441014101,4.75E+01,4.09E+02
2441039138,5.25E+01,2.12E+02
2441063889,5.38E+01,-1.16E+03
2441089085,5.65E+01,-1.36E+03
2441114379,5.66E+01,-1.56E+03
2441139309,5.95E+01,-1.81E+03
2441164378,6.04E+01,-1.69E+03
2441189554,6.35E+01,3.63E+02
2441214391,6.31E+01,-1.14E+03
2441239829,6.64E+01,-1.34E+03
2441264681,6.50E+01,-1.59E+03
2441289572,6.40E+01,-1.68E+03
2441314599,6.37E+01,-2.06E+03
2441339570,6.27E+01,3.30E+02
2441364345,5.88E+01,-1.43E+03
2441389099,6.15E+01,-3.25E+01
2441414178,6.25E+01,-1.58E+03
2441439501,6.21E+01,-1.52E+03
2441464299,6.35E+01,2.65E+02
2441489709,6.35E+01,-2.10E+03
2441514143,6.17E+01,2.30E+02
2441539158,6.01E+01,-3.78E+00
2441564234,5.77E+01,-1.40E+03
2441589522,5.65E+01,-1.58E+03
2441614387,5.34E+01,-2.17E+03
2441639316,5.42E+01,2.87E+02
2441664420,4.45E+01,-1.17E+03
2441689664,4.09E+01,-1.42E+03
2441714627,3.79E+01,-1.69E+03
2441740024,4.09E+01,-1.81E+03
2441764937,3.60E+01,-2.07E+03
2441789901,3.13E+01,2.34E+02
2441815159,3.16E+01,1.04E+02
2441840066,2.94E+01,-1.40E+03
2441865162,3.30E+01,-1.71E+03
2441890000,2.80E+01,-1.84E+03
2441915096,3.09E+01,-2.04E+03
2441940205,3.04E+01,-2.32E+03
2441965249,2.95E+01,-1.48E+03
2441990504,3.00E+01,-1.35E+03
2442015253,2.57E+01,-1.98E+03
2442039845,2.15E+01,-1.46E+03
2442064782,1.73E+01,3.07E+02
2442090018,1.61E+01,5.14E+02
2442115018,1.22E+01,-2.00E+03
2442139749,1.24E+01,-1.30E+03
2442164518,9.87E+00,-1.91E+03
2442189667,1.22E+01,-2.02E+03
2442214631,1.27E+01,3.36E+02
2442240117,1.55E+01,-2.05E+03
2442265097,1.02E+01,2.25E+02
2442290261,1.16E+01,7.77E+01
2442315416,9.93E+00,-1.73E+03
2442340451,1.01E+01,-1.82E+03
2442365201,9.26E+00,-2.16E+03
2442390078,1.09E+01,-2.28E+03
2442415367,1.15E+01,4.80E+02
2442440412,1.20E+01,-1.72E+03
2442465411,1.02E+01,-1.21E+03
2442490265,1.34E+01,-1.79E+03
2442515033,1.22E+01,3.01E+02
2442539782,1.04E+01,3.81E+01
2442564984,1.07E+01,-1.39E+03
2442589934,1.37E+01,-1.53E+03
2442615063,1.08E+01,-1.79E+03
2442639721,1.47E+01,-1.79E+03
2442664532,1.16E+01,-1.94E+03
2442689732,1.33E+01,4.77E+01
2442714793,1.06E+01,-1.38E+03
2442740169,1.16E+01,4.16E+01
2442765309,1.33E+01,-1.43E+03
2442790110,1.42E+01,-2.03E+03
2442815308,1.01E+01,-1.90E+03
2442840049,1.42E+01,1.99E+02
2442865108,1.14E+01,-1.29E+03
2442889902,8.14E+00,-1.62E+03
2442915218,8.14E+00,-1.69E+03
2442940135,1.02E+01,-1.90E+03
2442965190,5.81E+00,-2.14E+03
2442990013,3.74E+00,1.75E+02
2443014841,9.90E-01,-2.24E+03
2443039834,2.40E+00,-1.47E+03
2443064383,-5.27E+00,-1.74E+03
2443089705,-8.47E+00,-2.20E+03
2443114994,-8.88E+00,-2.03E+03
2443139734,-1.40E+01,-1.27E+03
2443164587,-1.70E+01,-2.16E+03
2443189802,-1.45E+01,-1.71E+03
2443215063,-1.37E+01,-1.59E+03
2443240011,-1.24E+01,-2.10E+03
2443264862,-1.43E+01,-2.03E+03
2443289902,-1.04E+01,5.20E+01
2443315325,-1.53E+01,1.03E+02
2443339809,-7.50E+00,-2.99E+01
2443364918,-1.15E+01,-1.54E+03
2443389769,-8.82E+00,-2.05E+03
2443415080,-1.30E+01,3.56E+02
2443439883,-1.32E+01,1.31E+02
2443464786,-1.50E+01,2.07E+02
2443489603,-1.33E+01,-1.64E+03
2443514699,-1.42E+01,-1.75E+03
2443539726,-1.34E+01,-2.03E+03
2443564519,-9.95E+00,-1.89E+03
2443589650,-1.18E+01,1.41E+02
2443614759,-1.25E+01,1.20E+01
2443640150,-8.80E+00,-1.89E+03
2443664541,-1.43E+01,-2.07E+03
2443689604,-1.20E+01,-1.87E+03
2443714677,-1.68E+01,1.65E+02
2443739408,-1.77E+01,3.48E+02
2443764070,-1.68E+01,1.79E+01
2443789284,-1.98E+01,-1.79E+02
2443839780,-2.24E+01,-1.83E+03
2443864600,-2.35E+01,-2.07E+03
2443889420,-2.21E+01,3.18E+01
2443914754,-2.54E+01,-1.47E+03
2443939609,-2.43E+01,-1.31E+03
2443964493,-2.63E+01,-1.87E+03
2443989245,-2.35E+01,1.56E+02
2444014223,-2.31E+01,3.38E+02
2444039391,-2.36E+01,8.76E+01
2444064170,-2.32E+01,-1.31E+03
2444089220,-2.68E+01,-1.89E+03
2444114263,-2.43E+01,-2.14E+03
2444139141,-2.33E+01,-1.88E+03
2444164293,-2.71E+01,4.06E+02
2444189540,-2.72E+01,2.67E+02
2444214857,-2.87E+01,-1.65E+03
2444239956,-2.58E+01,-1.43E+03
2444264952,-2.75E+01,-2.00E+03
2444289952,-2.64E+01,3.84E+02
2444315220,-2.90E+01,-2.12E+03
2444339761,-2.77E+01,3.38E+02
2444364651,-2.81E+01,1.54E+02
2444389485,-2.44E+01,-1.41E+03
2444414885,-2.83E+01,2.94E+02
2444439738,-2.67E+01,-2.17E+03
2444465049,-2.54E+01,2.69E+02
2444490226,-2.71E+01,5.22E+01
2444515075,-2.77E+01,1.90E+02
2444540196,-2.64E+01,-1.67E+03
2444565766,-2.73E+01,-1.82E+03
2444590415,-2.59E+01,-2.01E+03
2444615597,-3.00E+01,3.29E+02
2444640226,-2.66E+01,1.58E+02
2444665516,-3.12E+01,-1.37E+03
2444690767,-3.11E+01,-1.45E+03
2444715941,-3.24E+01,-1.74E+03
2444740724,-2.95E+01,-2.30E+03
2444765687,-3.01E+01,-1.86E+03
2444790649,-2.98E+01,1.69E+02
2444815987,-3.35E+01,9.21E+01
2444840636,-3.03E+01,-1.43E+03
2444865799,-3.49E+01,-1.98E+03
2444890564,-3.12E+01,-1.77E+03
2444915861,-3.49E+01,1.59E+02
